"","Ensemble_number","Drug","Predicted_concentration","Predicted_molar_concentration","Predicted_mass_load"
"48",1,"lovastatin",0.166176655154015,4.1077218507124e-10,51.5818984664269
"49",1,"naproxen",0.091977268194846,3.99444410065213e-10,28.550111956753
"50",1,"primidone",0.0833895558908406,3.82072226609306e-10,25.8844517067405
"51",1,"simvastatin",0.15952056943261,3.811048212087e-10,49.51582283416
"52",1,"dicyclomine",0.116786623375932,3.77346970784353e-10,36.251035042383
"53",1,"fenofibrate",0.121528512876903,3.36802685134005e-10,37.7229365110422
"54",1,"acetaminophen",0.0426094287316425,2.81873639609979e-10,13.2261371160168
"55",1,"telmisartan",0.144744304448738,2.8125951792211e-10,44.9292110781059
"56",1,"minocycline",0.123208269867324,2.69317701132772e-10,38.2443397998967
"57",1,"doxycycline",0.119631636771308,2.69173874474187e-10,37.134138580361
"58",1,"mometasone",0.114926801121132,2.68922690755177e-10,35.673738775204
"59",1,"nortriptyline",0.0701690273001608,2.66413401346174e-10,21.7807467500791
"60",1,"prednisolone",0.0960111332428184,2.6636463654548e-10,29.8022398031038
"61",1,"azithromycin",0.196452157495327,2.62287325293229e-10,60.9795354951796
"62",1,"clobetasol",0.102018512830682,2.48274592564508e-10,31.666954456695
"63",1,"fluoxetine",0.0755983701366691,2.44392336184647e-10,23.4660364839026
"64",1,"pantoprazole",0.0922749808801035,2.40694318491545e-10,28.6425231651076
"65",1,"oxycodone",0.0706403321526767,2.2399263133877e-10,21.9270416615194
"66",1,"fluconazole",0.0654174553413403,2.13589186720976e-10,20.3058398077734
"67",1,"ranitidine",0.0664990690514311,2.11511033878598e-10,20.6415770298404
"68",1,"terbinafine",0.0583300959857669,2.00145814841465e-10,18.105895114366
"69",1,"lurasidone",0.0960522415948248,1.9495867823907e-10,29.815
"70",1,"citalopram",0.0596096904624874,1.83754236179789e-10,18.5030863583179
"71",1,"lamotrigine",0.0443313969486071,1.73108660816928e-10,13.7606429384354
"72",1,"methylphenidate",0.0386911692650189,1.6583516964489e-10,12.0098937045389
"73",1,"tramadol",0.0431389845032747,1.63789280560385e-10,13.3905133457545
"74",1,"phentermine",0.0243106941579715,1.62899911938538e-10,7.546136709411
"75",1,"ticagrelor",0.0839863234497675,1.60717843446366e-10,26.0696907441016
"76",1,"famotidine",0.0506607213868331,1.50132531373972e-10,15.7252905613586
"77",1,"cyclobenzaprine",0.0396165161534233,1.43853432899738e-10,12.2971250800872
"78",1,"diltiazem",0.0583752387953761,1.40826109223623e-10,18.1199076230399
"79",1,"spironolactone",0.0579995825376496,1.3922795750552e-10,18.0033024180166
"80",1,"quetiapine",0.0492482501075196,1.28414513591613e-10,15.2868538263745
"81",1,"chlorthalidone",0.0425356034433445,1.25562650381817e-10,13.2032214512279
"82",1,"ranolazine",0.0505315853275059,1.18190097714874e-10,15.6852062119991
"83",1,"apixaban",0.0496694342901538,1.08093113670232e-10,15.4175910814009
"84",1,"azelastine",0.0397627680012725,1.04118271802232e-10,12.342522238667
"85",1,"buspirone",0.0377987002011282,9.80480509066598e-11,11.732867737231
"86",1,"desvenlafaxine",0.0234106846769155,8.8885244861685e-11,7.26677016645327
"87",1,"venlafaxine",0.0243529791849947,8.77875879029975e-11,7.5592621509391
"88",1,"amlodipine",0.032346189987814,7.91092496277979e-11,10.0403867569774
"89",1,"memantine",0.0141019930295352,7.86471974297443e-11,4.37731504433983
"90",1,"calcipotriene",0.031637478140888,7.66757263226357e-11,9.8203997648442
"91",1,"methimazole",0.00875006871923389,7.66407000020486e-11,2.71605633072507
"92",1,"rivaroxaban",0.0333151607457658,7.6431955459681e-11,10.3411591561287
"93",1,"mirabegron",0.0232839416722091,5.8722205422837e-11,7.22742863082039
"94",1,"bupropion",0.0135660970295678,5.65867065553007e-11,4.21097078236596
"95",1,"aripiprazole",0.0243500642334232,5.43055470314307e-11,7.5583573383115
"96",1,"olmesartan",0.0212574821756624,4.76079697379513e-11,6.5984074972543
"97",1,"mirtazapine",0.0121066984231114,4.56236750946314e-11,3.75796761732747
"98",1,"ezetimibe",0.0178038131806357,4.34840698737906e-11,5.52637482652204
"99",1,"lansoprazole",0.0159707636649719,4.32390179363546e-11,4.95738892466195
"100",1,"pioglitazone",0.0152627341309659,4.28199251794578e-11,4.73761372518835
"101",1,"montelukast",0.023517015979751,4.01184189081202e-11,7.29977582817862
"102",1,"alogliptin",0.0134354662710207,3.95860514350976e-11,4.17042247238991
"103",1,"morphine",0.0098629894521383,3.45653807948269e-11,3.06151137790154
"104",1,"celecoxib",0.0121414539879607,3.1836416047305e-11,3.76875588367896
"105",1,"escitalopram",0.00822096406778727,2.53421375151812e-11,2.55182013049744
"106",1,"empagliflozin",0.0106916720243864,2.37113216038375e-11,3.31873776305763
"107",1,"methotrexate",0.0104043925427518,2.28946225693025e-11,3.22956506284034
"108",1,"olanzapine",0.00699528632388796,2.23892149657149e-11,2.17136485608012
"109",1,"trazodone",0.00762561863168243,2.0506140940873e-11,2.36702252574875
"110",1,"ibandronate",0.00613945522737092,1.92320145204285e-11,1.90571146039684
"111",1,"ramipril",0.00796018615420876,1.9111265669692e-11,2.47087362301102
"112",1,"isosorbide mononitrate",0.00339825828912773,1.77789895789333e-11,1.05483296597841
"113",1,"carvedilol",0.00666750801339826,1.64029600656321e-11,2.06962115739087
"114",1,"diazepam",0.00442742898009326,1.55490236008052e-11,1.37429166513687
"115",1,"isosorbide dinitrate",0.0036229777353042,1.53427589834002e-11,1.12458678094937
"116",1,"finasteride",0.0054718730253847,1.46875022490349e-11,1.69849127457151
"117",1,"cetirizine",0.00459759661614349,1.18223575204903e-11,1.4271123800374
"118",1,"amiodarone",0.00745379340631954,1.15505383473618e-11,2.31368728849521
"119",1,"glipizide",0.0051094721083972,1.14680435166252e-11,1.58600058033492
"120",1,"tadalafil",0.00413259262891851,1.06124188297673e-11,1.28277328238682
"121",1,"solifenacin",0.00381471337026669,1.05241310946379e-11,1.18410228898426
"122",1,"meloxicam",0.00364850541809977,1.03827701141143e-11,1.13251067579984
"123",1,"propranolol",0.00248139512593076,9.56778366575832e-12,0.77023497266941
"124",1,"anastrozole",0.00271940496532235,9.26941366761318e-12,0.844114178855919
"125",1,"ketotifen",0.00278914537521564,9.01381693829181e-12,0.865761881048434
"126",1,"benztropine",0.00274914786294549,8.94215030378741e-12,0.853346493249731
"127",1,"dexmethylphenidate",0.00167415505992393,7.17563706779334e-12,0.519664427220628
"128",1,"linagliptin",0.00332900284408889,7.04471846351392e-12,1.03333579881657
"129",1,"paroxetine",0.00219565471667109,6.6662053328043e-12,0.681540006673572
"130",1,"alprazolam",0.00197254686116856,6.38840192106929e-12,0.612286435894167
"131",1,"amitriptyline",0.00167895519502156,6.05223006665762e-12,0.521154408355471
"132",1,"donepezil",0.0021615431009833,5.69576574699157e-12,0.670951624717621
"133",1,"tizanidine",0.00143841524586059,5.66952522904336e-12,0.446489845976111
"134",1,"risperidone",0.00209248770500853,5.09749911693629e-12,0.649516553585467
"135",1,"budesonide",0.00190733070902688,4.43007915396415e-12,0.592043081404779
"136",1,"norethindrone",0.00117576753729168,3.93989644766771e-12,0.364962946645488
"137",1,"terazosin",0.00131519792369706,3.39458477105374e-12,0.408242696307263
"138",1,"pramipexole",0.000707130489306125,3.34609610233344e-12,0.219496132402578
"139",1,"tamsulosin",0.00133519467887755,3.26845041462278e-12,0.414449769102308
"140",1,"latanoprost",0.0013297647112048,3.07388265677796e-12,0.412764285416815
"141",1,"lisdexamfetamine",0.000781787555473685,2.96823112733711e-12,0.242669984369254
"142",1,"bumetanide",0.000924194457752623,2.53606952898475e-12,0.286873656464245
"143",1,"prazosin",0.000810927513587769,2.1150511037531e-12,0.251715143927698
"144",1,"ondansetron",0.000594391064344717,2.02607991391321e-12,0.184501363936858
"145",1,"naltrexone",0.000679839372163102,1.99128715041901e-12,0.211024860476916
"146",1,"esomeprazole",0.00065884317011443,1.90736833453312e-12,0.204507555376199
"147",1,"fluticasone",0.000773849533920699,1.74090466788306e-12,0.240205990727121
"148",1,"semaglutide",0.00712164028513012,1.73122552141281e-12,2.21058563106553
"149",1,"sumatriptan",0.000490284246957461,1.6597300167822e-12,0.152186191392584
"150",1,"doxazosin",0.00074837594694803,1.65759496359338e-12,0.232298887436456
"151",1,"clonidine",0.000357209877137293,1.55247893058061e-12,0.110879374702924
"152",1,"warfarin",0.000366889844544696,1.18991429572798e-12,0.113884075306052
"153",1,"bimatoprost",0.000482278470058189,1.16051165390084e-12,0.149701166219942
"154",1,"benazepril",0.000460155743485435,1.08400234509416e-12,0.142834183400853
"155",1,"nifedipine",0.000322311925686023,9.30625559599188e-13,0.100046910980644
"156",1,"ropinirole",0.000145881161777193,5.6026039448805e-13,0.0452820961402878
"157",1,"tolterodine",0.000172032917369601,5.28525442308356e-13,0.0533997056831935
"158",1,"clonazepam",0.00014012682075859,4.43846633805044e-13,0.0434959256707495
"159",1,"umeclidinium",6.01564736057014e-05,1.40357385423772e-13,0.0186728100331041
"160",1,"oxybutynin",4.16044502740876e-05,1.16378037880601e-13,0.0129141877828779
"161",1,"felodipine",3.485880497674e-05,9.07190760617827e-14,0.0108203125
"162",1,"lorazepam",1.24438507686929e-05,3.87465773094186e-14,0.00386262105400534
"163",1,"beclomethasone",4.35236156023936e-06,1.06435526759253e-14,0.00135099043774454
"164",1,"tiotropium",1.64093585748812e-06,4.1806217866758e-15,0.000509353053907742
"165",1,"acyclovir",0,0,0
"166",1,"adapalene",0,0,0
"167",1,"alfuzosin",0,0,0
"168",1,"amphetamine",0,0,0
"169",1,"ampicillin",0,0,0
"170",1,"aspirin",0,0,0
"171",1,"atomoxetine",0,0,0
"172",1,"benzonatate",0,0,0
"173",1,"benzoyl peroxide",0,0,0
"174",1,"bepotastine",0,0,0
"175",1,"betamethasone",0,0,0
"176",1,"bisacodyl",0,0,0
"177",1,"bismuth subsalicylate",0,0,0
"178",1,"bisoprolol",0,0,0
"179",1,"bromfenac",0,0,0
"180",1,"buprenorphine",0,0,0
"181",1,"canagliflozin",0,0,0
"182",1,"carbamazepine",0,0,0
"183",1,"cefdinir",0,0,0
"184",1,"cefuroxime",0,0,0
"185",1,"cephalexin",0,0,0
"186",1,"chlorhexidine",0,0,0
"187",1,"ciclesonide",0,0,0
"188",1,"ciclopirox",0,0,0
"189",1,"ciprofloxacin",0,0,0
"190",1,"clarithromycin",0,0,0
"191",1,"clavulanate",0,0,0
"192",1,"clindamycin",0,0,0
"193",1,"clotrimazole",0,0,0
"194",1,"codeine",0,0,0
"195",1,"colchicine",0,0,0
"196",1,"cromolyn",0,0,0
"197",1,"cyclosporine",0,0,0
"198",1,"cyproheptadine",0,0,0
"199",1,"dapagliflozin",0,0,0
"200",1,"dapsone",0,0,0
"201",1,"desloratadine",0,0,0
"202",1,"desonide",0,0,0
"203",1,"dexamethasone",0,0,0
"204",1,"dextroamphetamine",0,0,0
"205",1,"dextromethorphan",0,0,0
"206",1,"digoxin",0,0,0
"207",1,"diphenhydramine",0,0,0
"208",1,"divalproex sodium",0,0,0
"209",1,"docusate",0,0,0
"210",1,"doxepin",0,0,0
"211",1,"enalapril",0,0,0
"212",1,"epinastine",0,0,0
"213",1,"ertugliflozin",0,0,0
"214",1,"erythromycin",0,0,0
"215",1,"eszopiclone",0,0,0
"216",1,"ethinyl estradiol",0,0,0
"217",1,"etodolac",0,0,0
"218",1,"fexofenadine",0,0,0
"219",1,"flunisolide",0,0,0
"220",1,"fluocinonide",0,0,0
"221",1,"flurbiprofen",0,0,0
"222",1,"formoterol",0,0,0
"223",1,"glimepiride",0,0,0
"224",1,"glyburide",0,0,0
"225",1,"guaifenesin",0,0,0
"226",1,"guanfacine",0,0,0
"227",1,"haloperidol",0,0,0
"228",1,"hydrocodone",0,0,0
"229",1,"hydromorphone",0,0,0
"230",1,"hyoscyamine",0,0,0
"231",1,"imiquimod",0,0,0
"232",1,"indomethacin",0,0,0
"233",1,"ipratropium",0,0,0
"234",1,"isotretinoin",0,0,0
"235",1,"ketoprofen",0,0,0
"236",1,"ketorolac",0,0,0
"237",1,"lactulose",0,0,0
"238",1,"leflunomide",0,0,0
"239",1,"letrozole",0,0,0
"240",1,"levalbuterol",0,0,0
"241",1,"levocetirizine",0,0,0
"242",1,"levofloxacin",0,0,0
"243",1,"levonorgestrel",0,0,0
"244",1,"lidocaine",0,0,0
"245",1,"linaclotide",0,0,0
"246",1,"liraglutide",0,0,0
"247",1,"loperamide",0,0,0
"248",1,"loratadine",0,0,0
"249",1,"loteprednol",0,0,0
"250",1,"meclizine",0,0,0
"251",1,"medroxyprogesterone",0,0,0
"252",1,"mesalamine",0,0,0
"253",1,"metaxalone",0,0,0
"254",1,"methocarbamol",0,0,0
"255",1,"methylprednisolone",0,0,0
"256",1,"metoclopramide",0,0,0
"257",1,"metronidazole",0,0,0
"258",1,"modafinil",0,0,0
"259",1,"moxifloxacin",0,0,0
"260",1,"mycophenolate mofetil",0,0,0
"261",1,"nabumetone",0,0,0
"262",1,"nadolol",0,0,0
"263",1,"nebivolol",0,0,0
"264",1,"nitrofurantoin",0,0,0
"265",1,"ofloxacin",0,0,0
"266",1,"oseltamivir",0,0,0
"267",1,"oxcarbazepine",0,0,0
"268",1,"oxymetazoline",0,0,0
"269",1,"permethrin",0,0,0
"270",1,"phenazopyridine",0,0,0
"271",1,"phenytoin",0,0,0
"272",1,"piroxicam",0,0,0
"273",1,"pitavastatin",0,0,0
"274",1,"podofilox",0,0,0
"275",1,"prednisone",0,0,0
"276",1,"prochlorperazine",0,0,0
"277",1,"promethazine",0,0,0
"278",1,"pseudoephedrine",0,0,0
"279",1,"quinapril",0,0,0
"280",1,"raloxifene",0,0,0
"281",1,"rizatriptan",0,0,0
"282",1,"salmeterol",0,0,0
"283",1,"sildenafil",0,0,0
"284",1,"silver sulfadiazine",0,0,0
"285",1,"sotalol",0,0,0
"286",1,"sulfacetamide sodium",0,0,0
"287",1,"sulfamethoxazole",0,0,0
"288",1,"sulindac",0,0,0
"289",1,"tacrolimus",0,0,0
"290",1,"tamoxifen",0,0,0
"291",1,"temazepam",0,0,0
"292",1,"tobramycin",0,0,0
"293",1,"torsemide",0,0,0
"294",1,"travoprost",0,0,0
"295",1,"triamterene",0,0,0
"296",1,"trimethoprim",0,0,0
"297",1,"triprolidine",0,0,0
"298",1,"valacyclovir",0,0,0
"299",1,"varenicline",0,0,0
"300",1,"verapamil",0,0,0
"301",1,"vortioxetine",0,0,0
"302",1,"ziprasidone",0,0,0
"303",1,"zolpidem",0,0,0
"304",1,"zonisamide",0,0,0
"305",1,"dexlansoprazole",0.0239686489125186,NA,7.43996449704142
"306",1,"dulaglutide",0.000198780163573656,NA,0.061702157893917
"307",1,"cadexomer iodine",0,NA,0
"308",1,"gentamicin",0,NA,0
"309",1,"ivermectin",0,NA,0
"310",1,"povidone iodine",0,NA,0
"311",1,"senna",0,NA,0
"312",1,"spinosad",0,NA,0
"313",1,"witch hazel",0,NA,0
"314",2,"metformin",67.7017485946995,5.2414121714292e-07,21014.8935707891
"315",2,"gabapentin",18.410127290729,1.07510670933946e-07,5714.57715155144
"316",2,"diclofenac",14.4092784748101,4.86553384258319e-08,4472.69767569496
"317",2,"lactulose",10.8865072846725,3.18042731448785e-08,3379.21540719147
"318",2,"ibuprofen",4.29119225655516,2.08022505589605e-08,1332.00324120375
"319",2,"allopurinol",2.42176250404746,1.77921632164763e-08,751.724768306346
"320",2,"mesalamine",1.81189898310452,1.18318824523435e-08,562.420691951575
"321",2,"chlorhexidine",4.89828993830562,9.69094853755192e-09,1520.44879000982
"322",2,"levetiracetam",1.63182971061696,9.58704269156672e-09,506.526469494345
"323",2,"sulfasalazine",3.04443132558438,7.64183670670545e-09,945.003661186695
"324",2,"amoxicillin",2.51258528617765,6.8762596775524e-09,779.916523170687
"325",2,"cephalexin",1.2316434395739,3.54541995904863e-09,382.307050217498
"326",2,"acyclovir",0.759363725473025,3.37183281887422e-09,235.709537841729
"327",2,"valacyclovir",1.08419784343172,3.34277147641439e-09,336.53934739258
"328",2,"nitroglycerin",0.730148698646553,3.21531012020412e-09,226.641076654685
"329",2,"losartan",1.16018908015896,2.74328260701543e-09,360.127331237663
"330",2,"lisinopril",1.07767567479669,2.65767931736936e-09,334.514840159591
"331",2,"pregabalin",0.420352727932439,2.63992569150367e-09,130.479168161141
"332",2,"erythromycin",1.93440444092004,2.63565461466044e-09,600.446876079343
"333",2,"carbamazepine",0.532147842998194,2.25224884243799e-09,165.180819058012
"334",2,"methocarbamol",0.487745969837887,2.02180361642778e-09,151.398300021559
"335",2,"furosemide",0.635703483298796,1.92206410866178e-09,197.324904029879
"336",2,"albuterol",0.413911380320246,1.72956722445415e-09,128.479748096926
"337",2,"hydrochlorothiazide",0.484201698121647,1.62631141679255e-09,150.298143903752
"338",2,"atenolol",0.322626942851639,1.21133037291156e-09,100.14469356892
"339",2,"triamcinolone",0.436898682029185,1.10764575011392e-09,135.615098496587
"340",2,"dorzolamide",0.353668244762221,1.0901218899677e-09,109.780037847172
"341",2,"atorvastatin",0.584719470258167,1.04666512173663e-09,181.499262446016
"342",2,"topiramate",0.351120649648517,1.03465537968092e-09,108.989254133498
"343",2,"pravastatin",0.361343573004103,8.5115343648354e-10,112.162490434766
"344",2,"cefuroxime",0.359303862258882,8.46655974030073e-10,111.529356060606
"345",2,"naproxen",0.183954536389692,7.98888820130425e-10,57.100223913506
"346",2,"adapalene",0.30557899117431,7.40745477710197e-10,94.8529411764705
"347",2,"docusate",0.312732668916813,7.4005553721618e-10,97.0734713624545
"348",2,"verapamil",0.303852155751804,6.68378362494098e-10,94.3169245539831
"349",2,"labetalol",0.214135094189782,6.52031881264334e-10,66.4683897768852
"350",2,"fexofenadine",0.318941153855581,6.3576267495287e-10,99.0006099213878
"351",2,"sertraline",0.192788722620567,6.29555310128228e-10,59.8423906563146
"352",2,"betamethasone",0.241286061529313,6.14793247659837e-10,74.896158642945
"353",2,"hydralazine",0.0979305810238414,6.11378330776885e-10,30.3980440721245
"354",2,"lamotrigine",0.155159889320125,6.05880312859248e-10,48.162250284524
"355",2,"omeprazole",0.207973270535902,6.02088097203121e-10,64.5557350674262
"356",2,"gemfibrozil",0.14608538709134,5.83552585270076e-10,45.3454884947004
"357",2,"benzonatate",0.350298410520734,5.80204406659601e-10,108.734027819278
"358",2,"metoprolol",0.151369663130628,5.66145151945918e-10,46.9857489143995
"359",2,"hydroxyzine",0.207629442031896,5.53811426827495e-10,64.4490093244687
"360",2,"prednisolone",0.192022266485637,5.32729273090961e-10,59.6044796062076
"361",2,"azithromycin",0.392904314990655,5.24574650586458e-10,121.959070990359
"362",2,"fenofibrate",0.182292769315355,5.05204027701008e-10,56.5844047665634
"363",2,"duloxetine",0.142870690239733,4.8036678851366e-10,44.347633733174
"364",2,"rosuvastatin",0.215335210545698,4.47180318448515e-10,66.8409106942268
"365",2,"simvastatin",0.184062195499166,4.39736332163885e-10,57.1336417317231
"366",2,"clopidogrel",0.131144081553866,4.07507555633166e-10,40.7076474906461
"367",2,"irbesartan",0.168459039514787,3.93099919528602e-10,52.290359701548
"368",2,"primidone",0.0833895558908406,3.82072226609306e-10,25.8844517067405
"369",2,"divalproex sodium",0.100088827370402,3.22440731195523e-10,31.0679723710824
"370",2,"oxycodone",0.0941871095369022,2.98656841785027e-10,29.2360555486926
"371",2,"fluoxetine",0.0907180441640029,2.93270803421576e-10,28.1592437806831
"372",2,"valsartan",0.122845960086326,2.82062140864253e-10,38.131877394636
"373",2,"nortriptyline",0.0701690273001608,2.66413401346174e-10,21.7807467500791
"374",2,"hydroxychloroquine",0.0860110932020289,2.56076852453343e-10,26.6981873742826
"375",2,"dicyclomine",0.0778577489172883,2.51564647189569e-10,24.167356694922
"376",2,"pantoprazole",0.0851769054277878,2.22179370915272e-10,26.439252152407
"377",2,"oxcarbazepine",0.0544689156672333,2.15912585442094e-10,16.9073692987719
"378",2,"sulindac",0.0766945861081245,2.15186403602942e-10,23.8063063063063
"379",2,"ranitidine",0.0664990690514311,2.11511033878598e-10,20.6415770298404
"380",2,"alendronate",0.0524778807644554,2.10673317774896e-10,16.28934410081
"381",2,"spironolactone",0.0811994155527094,1.94919140507728e-10,25.2046233852232
"382",2,"famotidine",0.0607928656641997,1.80159037648766e-10,18.8703486736303
"383",2,"venlafaxine",0.0487059583699894,1.75575175805995e-10,15.1185243018782
"384",2,"tramadol",0.0431389845032747,1.63789280560385e-10,13.3905133457545
"385",2,"timolol",0.0511699040206751,1.61715138172919e-10,15.8833428876336
"386",2,"mirtazapine",0.0423734444808899,1.5968286283121e-10,13.1528866606461
"387",2,"codeine",0.0468581291571761,1.56522461025407e-10,14.5449507229041
"388",2,"olmesartan",0.0637724465269871,1.42823909213854e-10,19.7952224917629
"389",2,"diltiazem",0.0583752387953761,1.40826109223623e-10,18.1199076230399
"390",2,"celecoxib",0.0485658159518429,1.2734566418922e-10,15.0750235347158
"391",2,"hydrocodone",0.0360038087157273,1.20265252749866e-10,11.1757262405966
"392",2,"baclofen",0.0231256325452669,1.08235666691317e-10,7.17828884458101
"393",2,"empagliflozin",0.0427666880975455,9.48452864153501e-11,13.2749510522305
"394",2,"telmisartan",0.0482481014829125,9.37531726407033e-11,14.976403692702
"395",2,"oseltamivir",0.0288379544352298,9.23080389079408e-11,8.95141640851306
"396",2,"desvenlafaxine",0.0234106846769155,8.8885244861685e-11,7.26677016645327
"397",2,"apixaban",0.0386317822256752,8.40724217435141e-11,11.9914597299785
"398",2,"chlorthalidone",0.0283570689622297,8.37084335878783e-11,8.80214763415194
"399",2,"buspirone",0.0302389601609026,7.84384407253279e-11,9.38629418978481
"400",2,"olanzapine",0.0244835021336079,7.83622523800021e-11,7.59977699628041
"401",2,"calcipotriene",0.031637478140888,7.66757263226357e-11,9.8203997648442
"402",2,"methimazole",0.00875006871923389,7.66407000020486e-11,2.71605633072507
"403",2,"cetirizine",0.0275855796968609,7.09341451229420e-11,8.56267428022442
"404",2,"pioglitazone",0.0228941011964489,6.42298877691867e-11,7.10642058778253
"405",2,"citalopram",0.0198698968208291,6.12514120599297e-11,6.16769545277264
"406",2,"montelukast",0.0352755239696265,6.01776283621803e-11,10.9496637422679
"407",2,"ezetimibe",0.0237384175741809,5.79787598317207e-11,7.36849976869605
"408",2,"amlodipine",0.0229363892640863,5.60956497360749e-11,7.11954697312944
"409",2,"methylphenidate",0.012897056421673,5.527838988163e-11,4.00329790151298
"410",2,"bupropion",0.0125225511042164,5.22338829741237e-11,3.88704995295319
"411",2,"azelastine",0.0198813840006362,5.20591359011161e-11,6.17126111933349
"412",2,"lovastatin",0.0207720818942519,5.1346523133905e-11,6.44773730830336
"413",2,"torsemide",0.0160006542351127,4.59234666067180e-11,4.96666707719592
"414",2,"lansoprazole",0.0159707636649719,4.32390179363546e-11,4.95738892466195
"415",2,"raloxifene",0.0201375028070508,4.25209628730564e-11,6.2507614213198
"416",2,"memantine",0.00705099651476758,3.93235987148721e-11,2.18865752216992
"417",2,"quinapril",0.016106898630336,3.67297995784404e-11,4.99964576245081
"418",2,"cyclobenzaprine",0.00990412903835582,3.59633582249344e-11,3.0742812700218
"419",2,"escitalopram",0.0113038255932075,3.48454390833742e-11,3.50875267943398
"420",2,"morphine",0.0098629894521383,3.45653807948269e-11,3.06151137790154
"421",2,"trazodone",0.0118620734270616,3.18984414635802e-11,3.68203504005361
"422",2,"donepezil",0.0108077155049165,2.84788287349579e-11,3.3547581235881
"423",2,"aripiprazole",0.0121750321167116,2.71527735157154e-11,3.77917866915575
"424",2,"quetiapine",0.00984965002150391,2.56829027183226e-11,3.0573707652749
"425",2,"glipizide",0.0102189442167944,2.29360870332504e-11,3.17200116066985
"426",2,"methotrexate",0.0104043925427518,2.28946225693025e-11,3.22956506284034
"427",2,"carvedilol",0.00875110426758521,2.15288850861421e-11,2.71637776907552
"428",2,"dexmethylphenidate",0.0050224651797718,2.152691120338e-11,1.55899328166189
"429",2,"tadalafil",0.00826518525783701,2.12248376595346e-11,2.56554656477364
