"","Ensemble_number","Drug","Predicted_concentration"
"81",1,"prednisolone",0.17566909590953
"82",1,"diclofenac",0.171344370522257
"83",1,"escitalopram",0.170071194152349
"84",1,"timolol",0.166603587204026
"85",1,"famotidine",0.159412403297235
"86",1,"amitriptyline",0.157821788332026
"87",1,"nifedipine",0.153098164700861
"88",1,"isosorbide mononitrate",0.151788870247705
"89",1,"benzonatate",0.136616380103086
"90",1,"clindamycin",0.13277454634138
"91",1,"montelukast",0.128324517196175
"92",1,"cefdinir",0.12028167834794
"93",1,"zonisamide",0.119962249578166
"94",1,"lovastatin",0.119271954102479
"95",1,"esomeprazole",0.11826234903554
"96",1,"methylphenidate",0.11317167010018
"97",1,"alendronate",0.111335425464982
"98",1,"erythromycin",0.109795242177746
"99",1,"canagliflozin",0.107113158328222
"100",1,"levofloxacin",0.105209937291305
"101",1,"meloxicam",0.105003117241145
"102",1,"glipizide",0.104539799337807
"103",1,"buspirone",0.100796533869675
"104",1,"oxycodone",0.0981780887545676
"105",1,"cyclosporine",0.0955111396720472
"106",1,"ticagrelor",0.0953742995107529
"107",1,"fexofenadine",0.0940037085048029
"108",1,"paroxetine",0.0922174981001856
"109",1,"sulindac",0.0894770171261452
"110",1,"terbinafine",0.0855508074457914
"111",1,"dabigatran",0.08551428973543
"112",1,"sotalol",0.07702923181446
"113",1,"chlorthalidone",0.0765640861980201
"114",1,"primidone",0.075884495860665
"115",1,"cromolyn",0.0732183629311244
"116",1,"lisdexamfetamine",0.0703608799926316
"117",1,"benazepril",0.0699436730097861
"118",1,"rivaroxaban",0.0692645435039874
"119",1,"azelastine",0.0680995760569972
"120",1,"etodolac",0.0669248692989755
"121",1,"pioglitazone",0.0669016512740674
"122",1,"prednisone",0.0657952828893273
"123",1,"cyclobenzaprine",0.0647069763839247
"124",1,"empagliflozin",0.0631496417814634
"125",1,"telmisartan",0.0623577883562106
"126",1,"baclofen",0.0609428434134091
"127",1,"modafinil",0.057614860985752
"128",1,"mirtazapine",0.056296147667468
"129",1,"desvenlafaxine",0.0556654057873323
"130",1,"dicyclomine",0.0549167284740828
"131",1,"mirabegron",0.0543291972351546
"132",1,"brimonidine",0.0538584868769628
"133",1,"apixaban",0.0537165733804627
"134",1,"olmesartan",0.0508053823998331
"135",1,"nitrofurantoin",0.0507875417531544
"136",1,"cefuroxime",0.0503025407162435
"137",1,"nortriptyline",0.0484166288371109
"138",1,"morphine",0.04635605042505
"139",1,"loratadine",0.0449719054991562
"140",1,"cetirizine",0.0438304210739013
"141",1,"raloxifene",0.0437131158494517
"142",1,"olopatadine",0.0435622065157066
"143",1,"minocycline",0.0431228944535633
"144",1,"meclizine",0.0421169207952928
"145",1,"ziprasidone",0.0409852627204852
"146",1,"fluconazole",0.0403533037573082
"147",1,"doxepin",0.0398896172169582
"148",1,"sumatriptan",0.0397495900852387
"149",1,"torsemide",0.0396206676298029
"150",1,"oxybutynin",0.0363622895395525
"151",1,"ezetimibe",0.0359419702707669
"152",1,"lansoprazole",0.0351356800629382
"153",1,"dexlansoprazole",0.0347444700622643
"154",1,"sildenafil",0.03444581088428
"155",1,"zolpidem",0.0337427352157985
"156",1,"lurasidone",0.0318375407533408
"157",1,"warfarin",0.0289435321807483
"158",1,"quinapril",0.028316966946881
"159",1,"codeine",0.0281148774943057
"160",1,"donepezil",0.0262087100994225
"161",1,"ampicillin",0.0259701050559783
"162",1,"clarithromycin",0.0242981559962116
"163",1,"ofloxacin",0.0241321866415964
"164",1,"finasteride",0.023127783320626
"165",1,"memantine",0.0229157386729946
"166",1,"glimepiride",0.0223579364710056
"167",1,"promethazine",0.0211875061529883
"168",1,"phentermine",0.0206640900342758
"169",1,"aripiprazole",0.0201353111485019
"170",1,"dexmethylphenidate",0.0195318090324459
"171",1,"isosorbide dinitrate",0.0192017819971123
"172",1,"tizanidine",0.0174048244749132
"173",1,"naltrexone",0.0169959843040775
"174",1,"temazepam",0.0155493247048319
"175",1,"diazepam",0.013577448872286
"176",1,"hydrocortisone",0.0123157024550048
"177",1,"olanzapine",0.0121944856186695
"178",1,"nadolol",0.0117464698201794
"179",1,"alogliptin",0.0115431470779192
"180",1,"oseltamivir",0.0115351817740919
"181",1,"levothyroxine",0.0110594261265516
"182",1,"ketorolac",0.0109535856598344
"183",1,"tamoxifen",0.0103557797282343
"184",1,"isotretinoin",0.0103385736504188
"185",1,"loteprednol",0.0101875181776827
"186",1,"ramipril",0.0100449968136444
"187",1,"ondansetron",0.00951025702951547
"188",1,"ipratropium",0.00912779747326305
"189",1,"nebivolol",0.00900496552987155
"190",1,"liraglutide",0.0080779114222563
"191",1,"atomoxetine",0.00779266549621255
"192",1,"senna",0.00764407377495191
"193",1,"methimazole",0.00761255978573348
"194",1,"dapagliflozin",0.00754873806046072
"195",1,"tadalafil",0.00743866673205331
"196",1,"pseudoephedrine",0.00723394446712191
"197",1,"terazosin",0.00723358858033384
"198",1,"indomethacin",0.00719079733142679
"199",1,"methotrexate",0.00705663694226613
"200",1,"vortioxetine",0.00693811160045647
"201",1,"metoclopramide",0.006576738308996
"202",1,"moxifloxacin",0.00657550791952686
"203",1,"tamsulosin",0.00640971756399576
"204",1,"tobramycin",0.00620710415042962
"205",1,"glyburide",0.00590119507867166
"206",1,"clonazepam",0.00589933915393666
"207",1,"alprazolam",0.00576422027208147
"208",1,"doxazosin",0.00541927409858918
"209",1,"levocetirizine",0.00528026913516
"210",1,"leflunomide",0.00512760929235001
"211",1,"hydromorphone",0.00503297416478069
"212",1,"flurbiprofen",0.005004998094649
"213",1,"bisoprolol",0.00499973577819914
"214",1,"bepotastine",0.00483241195345421
"215",1,"ibandronate",0.00480029578723869
"216",1,"enalapril",0.004534893433316
"217",1,"alfuzosin",0.00437094178071157
"218",1,"oxymetazoline",0.00402700996121184
"219",1,"risperidone",0.00395247677612722
"220",1,"lorazepam",0.0038990732408571
"221",1,"clavulanate",0.0038914855875172
"222",1,"medroxyprogesterone",0.00377220404692129
"223",1,"ropinirole",0.0037053815091407
"224",1,"prazosin",0.00359511197690577
"225",1,"ertugliflozin",0.00355675912057999
"226",1,"rizatriptan",0.00318561835679544
"227",1,"solifenacin",0.00311200301258599
"228",1,"triamterene",0.00306249264854638
"229",1,"tolterodine",0.00306218592917889
"230",1,"estradiol",0.00289351187032681
"231",1,"latanoprost",0.00283592678205922
"232",1,"fluticasone",0.00282430209440945
"233",1,"buprenorphine",0.00275355637338563
"234",1,"linagliptin",0.00270019119576099
"235",1,"haloperidol",0.00258982642243129
"236",1,"felodipine",0.00216124590855788
"237",1,"methylprednisolone",0.00207440604078096
"238",1,"cyproheptadine",0.00196856177337747
"239",1,"piroxicam",0.00193296478138168
"240",1,"prochlorperazine",0.00191692179797062
"241",1,"letrozole",0.00189372824630865
"242",1,"eszopiclone",0.00157359355589608
"243",1,"bromfenac",0.0015401911484504
"244",1,"anastrozole",0.00153566398041733
"245",1,"norethindrone",0.0014991036100469
"246",1,"loperamide",0.00146165587779269
"247",1,"bimatoprost",0.00144683541017457
"248",1,"bumetanide",0.00127814127136001
"249",1,"budesonide",0.00123933327820112
"250",1,"benztropine",0.00111275032547794
"251",1,"pramipexole",0.00106069573395919
"252",1,"dexamethasone",0.000925685564412382
"253",1,"pitavastatin",0.000799106209198495
"254",1,"nitroglycerin",0.000786588081620357
"255",1,"clonidine",0.000769430052626556
"256",1,"semaglutide",0.000707608030439893
"257",1,"colchicine",0.00055981664017124
"258",1,"flunisolide",0.000503376245151479
"259",1,"ketotifen",0.000488100440662736
"260",1,"bisacodyl",0.000471302543378353
"261",1,"varenicline",0.000443911604584484
"262",1,"guanfacine",0.000430332479855037
"263",1,"ciclesonide",0.000346729749214794
"264",1,"travoprost",0.000334787102629589
"265",1,"dulaglutide",0.000333950674803741
"266",1,"levalbuterol",0.000230146619768845
"267",1,"digoxin",0.000208409090768564
"268",1,"desloratadine",0.000201350498060592
"269",1,"linaclotide",0.000136806661469211
"270",1,"epinastine",0.000108328922933184
"271",1,"levonorgestrel",9.91376634087423e-05
"272",1,"ethinyl estradiol",7.67188238142357e-05
"273",1,"hyoscyamine",5.84492948408088e-05
"274",1,"umeclidinium",4.2109531523991e-05
"275",1,"triprolidine",3.09038655976121e-05
"276",1,"tiotropium",1.93668918590469e-05
"277",1,"beclomethasone",1.34635842132967e-05
"278",1,"formoterol",7.40344840916998e-06
"279",1,"salmeterol",6.69235362087258e-06
"280",1,"mometasone",5.37254409102319e-06
"281",1,"triamcinolone",5.143676135162e-07
"282",1,"bismuth subsalicylate",0
"283",1,"sulfamethoxazole",0
"284",1,"phenazopyridine",0
"285",1,"trimethoprim",0
"286",1,"dextromethorphan",0
"287",1,"ketoprofen",0
"288",1,"amphetamine",0
"289",1,"dextroamphetamine",0
"290",1,"zoster vaccine inactivated",0
"291",2,"lactulose",83.4632225158222
"292",2,"metformin",72.6689315603777
"293",2,"gabapentin",21.6954362011958
"294",2,"ibuprofen",7.34386967483626
"295",2,"levetiracetam",3.90650142844665
"296",2,"mesalamine",2.85064119076383
"297",2,"metoprolol",2.57910618334109
"298",2,"bupropion",2.49407476158977
"299",2,"aspirin",2.45156372001221
"300",2,"acetaminophen",2.32939437322713
"301",2,"amoxicillin",2.28226496827803
"302",2,"losartan",2.03372988172397
"303",2,"naproxen",2.03116467263618
"304",2,"atorvastatin",2.03076542958156
"305",2,"methocarbamol",1.93472568035695
"306",2,"allopurinol",1.87220870505207
"307",2,"valacyclovir",1.86392061058661
"308",2,"icosapent",1.81233986919316
"309",2,"divalproex sodium",1.79325815705304
"310",2,"sertraline",1.4232343934636
"311",2,"albuterol",1.38439611930698
"312",2,"oxcarbazepine",1.33993532541394
"313",2,"gemfibrozil",1.32389882051527
"314",2,"diltiazem",1.13466870408512
"315",2,"trazodone",1.11672948406194
"316",2,"sulfasalazine",1.09599527721038
"317",2,"ranolazine",1.01063170655012
"318",2,"ciprofloxacin",0.979702353631572
"319",2,"lisinopril",0.919460390946101
"320",2,"omeprazole",0.870494181599136
"321",2,"quetiapine",0.854949621866539
"322",2,"venlafaxine",0.843830728760067
"323",2,"cephalexin",0.807410699276225
"324",2,"clopidogrel",0.79997889747858
"325",2,"pregabalin",0.775317253742053
"326",2,"acyclovir",0.766957362727756
"327",2,"hydroxychloroquine",0.662285417655622
"328",2,"celecoxib",0.649567788355899
"329",2,"lamotrigine",0.646499538833854
"330",2,"carbamazepine",0.583646021352858
"331",2,"furosemide",0.577486427459854
"332",2,"pantoprazole",0.564227368391532
"333",2,"mycophenolate mofetil",0.549362688752829
"334",2,"simvastatin",0.547073747733632
"335",2,"nabumetone",0.532550433833681
"336",2,"fenofibrate",0.523787890499453
"337",2,"dorzolamide",0.521660661024276
"338",2,"labetalol",0.52106206252847
"339",2,"hydrochlorothiazide",0.52042581012398
"340",2,"tramadol",0.509040017138641
"341",2,"topiramate",0.500597726213172
"342",2,"hydralazine",0.485300434851481
"343",2,"duloxetine",0.471376086845377
"344",2,"sitagliptin",0.454859449159749
"345",2,"verapamil",0.438897558308162
"346",2,"ranitidine",0.432243948834302
"347",2,"irbesartan",0.405986285230637
"348",2,"atenolol",0.388765466136224
"349",2,"pravastatin",0.363637817912066
"350",2,"carvedilol",0.343793381940848
"351",2,"valsartan",0.337437637199149
"352",2,"guaifenesin",0.32824298500477
"353",2,"hydrocodone",0.293569517220546
"354",2,"spironolactone",0.273371365694122
"355",2,"amiodarone",0.268336562627503
"356",2,"amlodipine",0.26729715180839
"357",2,"fluoxetine",0.257790442166042
"358",2,"rosuvastatin",0.25643186510736
"359",2,"docusate",0.239240491721362
"360",2,"phenytoin",0.236282928010166
"361",2,"propranolol",0.233251141837491
"362",2,"citalopram",0.216913040294051
"363",2,"hydroxyzine",0.202092656911046
"364",2,"azithromycin",0.201621951113625
"365",2,"doxycycline",0.199784833408084
"366",2,"prednisolone",0.19735663861441
"367",2,"escitalopram",0.172511792859974
"368",2,"diclofenac",0.172364277489651
"369",2,"isosorbide mononitrate",0.169912914456387
"370",2,"clindamycin",0.169656364769541
"371",2,"flecainide",0.161369876918995
"372",2,"famotidine",0.159750141439814
"373",2,"diphenhydramine",0.157931841867413
"374",2,"nifedipine",0.156321283957721
"375",2,"metronidazole",0.154871163992489
"376",2,"penicillin v potassium",0.147990752754401
"377",2,"amitriptyline",0.147328318363142
"378",2,"benzonatate",0.147125332418708
"379",2,"timolol",0.147079729328554
"380",2,"metaxalone",0.138040992750939
"381",2,"dabigatran",0.134685006333302
"382",2,"montelukast",0.126835106184124
"383",2,"lovastatin",0.117708464067427
"384",2,"methylphenidate",0.111559538047471
"385",2,"meloxicam",0.109998094896877
"386",2,"terbinafine",0.106938509307239
"387",2,"alendronate",0.106190535193957
"388",2,"buspirone",0.105332377893811
"389",2,"glipizide",0.104641988779975
"390",2,"esomeprazole",0.100803005027508
"391",2,"oxycodone",0.0985771866763341
"392",2,"cyclosporine",0.0963274741991587
"393",2,"zonisamide",0.0955254950344655
"394",2,"ticagrelor",0.0939508025031298
"395",2,"sotalol",0.0934184300728558
"396",2,"primidone",0.0933963025977415
"397",2,"cefdinir",0.0902112587609553
"398",2,"fexofenadine",0.0889677955491885
"399",2,"cromolyn",0.0878620355173493
"400",2,"erythromycin",0.0853962994715804
"401",2,"canagliflozin",0.0829263161250752
"402",2,"azelastine",0.0829038317215618
"403",2,"lisdexamfetamine",0.0825975547739589
"404",2,"paroxetine",0.081788138195998
"405",2,"levofloxacin",0.0799595523413918
"406",2,"prednisone",0.0767113184596021
"407",2,"chlorthalidone",0.075956434720258
"408",2,"benazepril",0.0754655419316114
"409",2,"rivaroxaban",0.0736032621127383
"410",2,"pioglitazone",0.0730067449264538
"411",2,"baclofen",0.069648963901039
"412",2,"cyclobenzaprine",0.0685035591819611
"413",2,"olopatadine",0.0653433097735599
"414",2,"sulindac",0.0639121550901037
"415",2,"mirtazapine",0.0621477185719718
"416",2,"modafinil",0.0612157897973615
"417",2,"desvenlafaxine",0.058786830410921
"418",2,"olmesartan",0.0584580759830715
"419",2,"cefuroxime",0.0574886179614212
"420",2,"nortriptyline",0.0550826864306262
"421",2,"telmisartan",0.0544393390411363
"422",2,"codeine",0.0531058797114663
"423",2,"empagliflozin",0.0522078721658633
"424",2,"apixaban",0.0520241333972426
"425",2,"nitrofurantoin",0.0519161537921133
"426",2,"brimonidine",0.0512383442721376
"427",2,"mirabegron",0.05122467167886
"428",2,"morphine",0.0498080967332984
"429",2,"minocycline",0.046819142549583
"430",2,"loratadine",0.046556043070555
"431",2,"cetirizine",0.046129219381973
"432",2,"ziprasidone",0.0456251037831816
"433",2,"meclizine",0.0426183127095225
"434",2,"dicyclomine",0.0403017926704962
"435",2,"lurasidone",0.0393922114405742
"436",2,"torsemide",0.0388587317138451
"437",2,"raloxifene",0.0378192125888515
"438",2,"doxepin",0.0376557986528085
"439",2,"dexlansoprazole",0.0372621852841676
"440",2,"oxybutynin",0.0366119162411971
"441",2,"ofloxacin",0.03462444170316
"442",2,"sumatriptan",0.0343865501531033
"443",2,"ezetimibe",0.0341866647459155
"444",2,"fluconazole",0.0337650092663191
"445",2,"clarithromycin",0.0323975413282822
"446",2,"promethazine",0.0321465610597064
"447",2,"zolpidem",0.031988954799177
"448",2,"lansoprazole",0.0314091685411114
"449",2,"quinapril",0.0293561216972253
"450",2,"warfarin",0.0290250632573137
"451",2,"sildenafil",0.0268560559436759
"452",2,"etodolac",0.0267699477195902
"453",2,"ampicillin",0.0259701050559783
"454",2,"donepezil",0.0241822634422507
"455",2,"aripiprazole",0.0235453235204257
"456",2,"glimepiride",0.0228391503354478
"457",2,"finasteride",0.0222158044830619
"458",2,"phentermine",0.0215757410651997
"459",2,"isosorbide dinitrate",0.0206509730912339
"460",2,"memantine",0.0202716149799568
"461",2,"temazepam",0.0200175214590939
"462",2,"tizanidine",0.0187713189584807
"463",2,"dexmethylphenidate",0.0180632519623372
"464",2,"flurbiprofen",0.015014994283947
"465",2,"indomethacin",0.0143815946628536
"466",2,"olanzapine",0.0135179181664321
"467",2,"atomoxetine",0.0129877758270209
"468",2,"diazepam",0.0123968011442611
"469",2,"nadolol",0.0117464698201794
"470",2,"levothyroxine",0.0110420310138045
"471",2,"metoclopramide",0.0110395250186719
"472",2,"ipratropium",0.0105540158284604
"473",2,"naltrexone",0.0105375102685281
"474",2,"ramipril",0.0101713489748223
"475",2,"tadalafil",0.010055975397035
"476",2,"nebivolol",0.00989801996258608
"477",2,"ketorolac",0.00958438745235508
"478",2,"liraglutide",0.00932421775597585
"479",2,"hydrocortisone",0.00907472812474036
"480",2,"ondansetron",0.0090347441780397
"481",2,"isotretinoin",0.00896009716369634
"482",2,"alogliptin",0.00889390020757708
"483",2,"moxifloxacin",0.00876734389270248
"484",2,"methimazole",0.00822506459607985
"485",2,"tamoxifen",0.00805449534418221
"486",2,"dapagliflozin",0.00788055072245899
"487",2,"senna",0.00764407377495191
"488",2,"bepotastine",0.00724861793018131
"489",2,"vortioxetine",0.00719992713254917
"490",2,"glyburide",0.00683876812855407
"491",2,"leflunomide",0.00683681238980002
"492",2,"terazosin",0.00675134934164491
"493",2,"methotrexate",0.00645256685382311
"494",2,"tamsulosin",0.00637056229482046
"495",2,"tobramycin",0.00620710415042962
"496",2,"levocetirizine",0.00599489202563279
"497",2,"clonazepam",0.00595538988224009
"498",2,"oseltamivir",0.00576759088704596
"499",2,"alprazolam",0.00547929683657934
"500",2,"pseudoephedrine",0.00542545835034143
"501",2,"ibandronate",0.00523109156301652
"502",2,"doxazosin",0.00477412242018571
"503",2,"enalapril",0.0046482657691489
"504",2,"loteprednol",0.00463069008076487
"505",2,"bisoprolol",0.0046101459773005
"506",2,"alfuzosin",0.00428173888722766
"507",2,"hydromorphone",0.00404826182819317
"508",2,"phenazopyridine",0.00394298825817145
"509",2,"risperidone",0.00390597704934925
"510",2,"medroxyprogesterone",0.00380918643953817
"511",2,"ropinirole",0.00367620527678526
"512",2,"rizatriptan",0.00357410840030707
"513",2,"solifenacin",0.00356374538538073
"514",2,"lorazepam",0.0034427987126717
"515",2,"ertugliflozin",0.00326837324593837
"516",2,"estradiol",0.00324327704146521
"517",2,"prazosin",0.00313558638587271
"518",2,"latanoprost",0.00307564627081382
"519",2,"linagliptin",0.00307008040065976
"520",2,"triamterene",0.00306249264854638
"521",2,"tolterodine",0.00299337276223105
"522",2,"haloperidol",0.00283647655790093
"523",2,"felodipine",0.0027887043981392
"524",2,"fluticasone",0.00267846893979278
"525",2,"buprenorphine",0.00243337539973614
"526",2,"methylprednisolone",0.00242014038091112
"527",2,"cyproheptadine",0.00196856177337747
"528",2,"norethindrone",0.00182243968280211
"529",2,"bimatoprost",0.00161563287469493
"530",2,"budesonide",0.00151474067335693
"531",2,"bumetanide",0.00151410581376494
"532",2,"dexamethasone",0.00149533821943539
"533",2,"letrozole",0.00142644465306366
"534",2,"bromfenac",0.0013476672548941
"535",2,"eszopiclone",0.00132979737117979
"536",2,"anastrozole",0.00132770948306915
"537",2,"piroxicam",0.00128864318758779
"538",2,"prochlorperazine",0.00127794786531375
"539",2,"pramipexole",0.00119426482638368
"540",2,"benztropine",0.00106038560427897
"541",2,"nitroglycerin",0.000879127855928634
"542",2,"clonidine",0.000782667558908304
"543",2,"loperamide",0.000773817817654954
"544",2,"semaglutide",0.000758713054860552
"545",2,"pitavastatin",0.000757047987661732
"546",2,"colchicine",0.000619191132310614
"547",2,"ketoprofen",0.000604051494181776
"548",2,"ketotifen",0.000522964757852932
"549",2,"varenicline",0.000412203632828449
"550",2,"guanfacine",0.000392912264215469
"551",2,"flunisolide",0.000335584163434319
"552",2,"dulaglutide",0.000284255633910328
"553",2,"levalbuterol",0.000276175943722614
"554",2,"travoprost",0.000257528540484299
"555",2,"ciclesonide",0.000253379432118503
"556",2,"epinastine",0.000216657845866368
"557",2,"digoxin",0.000184206744743827
"558",2,"bisacodyl",0.000176738453766883
"559",2,"desloratadine",0.000161080398448474
"560",2,"linaclotide",0.00014175148055846
"561",2,"levonorgestrel",0.000138792728772239
"562",2,"hyoscyamine",0.000106271445165107
"563",2,"ethinyl estradiol",6.22044517412722e-05
"564",2,"umeclidinium",3.48907546913068e-05
"565",2,"tiotropium",1.91571421277215e-05
"566",2,"beclomethasone",1.3677291899222e-05
"567",2,"amphetamine",1.00675249030296e-05
"568",2,"formoterol",7.40344840916998e-06
"569",2,"salmeterol",7.04458275881324e-06
"570",2,"mometasone",6.37208717772518e-06
"571",2,"triamcinolone",1.2859190337905e-06
"572",2,"bismuth subsalicylate",0
"573",2,"sulfamethoxazole",0
"574",2,"oxymetazoline",0
"575",2,"trimethoprim",0
"576",2,"clavulanate",0
"577",2,"dextromethorphan",0
"578",2,"triprolidine",0
"579",2,"dextroamphetamine",0
"580",2,"zoster vaccine inactivated",0
"581",3,"metformin",73.0749032450725
"582",3,"lactulose",72.5767152311497
"583",3,"gabapentin",20.5973814710128
"584",3,"ibuprofen",7.08221161041217
"585",3,"levetiracetam",4.33918354868599
"586",3,"mesalamine",2.79186508373777
"587",3,"metoprolol",2.5878390485217
"588",3,"aspirin",2.48510849155172
"589",3,"amoxicillin",2.47070886474135
"590",3,"bupropion",2.40850399571096
"591",3,"acetaminophen",2.26677624491457
"592",3,"atorvastatin",2.04037725648991
"593",3,"losartan",2.01730142306937
"594",3,"valacyclovir",1.9784632179411
"595",3,"naproxen",1.9238578597422
"596",3,"allopurinol",1.825636349205
"597",3,"methocarbamol",1.82091828739478
"598",3,"divalproex sodium",1.61810270915484
"599",3,"icosapent",1.53351835085575
"600",3,"gemfibrozil",1.45172353422019
"601",3,"sertraline",1.40379351387161
"602",3,"sulfasalazine",1.40043840976882
"603",3,"albuterol",1.35320264451573
"604",3,"oxcarbazepine",1.3072539760136
"605",3,"diltiazem",1.22952846712761
"606",3,"trazodone",1.07267035418999
"607",3,"lisinopril",0.922740273434613
"608",3,"acyclovir",0.911236470567631
"609",3,"venlafaxine",0.908366123600303
"610",3,"omeprazole",0.872332329192257
"611",3,"ranolazine",0.838824316436597
"612",3,"clopidogrel",0.803725871237262
"613",3,"pregabalin",0.796334890138675
"614",3,"ciprofloxacin",0.794353259701275
"615",3,"quetiapine",0.78009228170311
"616",3,"lamotrigine",0.768410880442523
"617",3,"hydroxychloroquine",0.748296510857651
"618",3,"cephalexin",0.725301136637965
"619",3,"celecoxib",0.645520637026578
"620",3,"carbamazepine",0.635144199707522
"621",3,"furosemide",0.593211724151982
"622",3,"nabumetone",0.590646844797355
"623",3,"pantoprazole",0.555191055637023
"624",3,"simvastatin",0.537461610857564
"625",3,"labetalol",0.528199899001463
"626",3,"verapamil",0.521612867373931
"627",3,"fenofibrate",0.518926749984376
"628",3,"tramadol",0.516229847889187
"629",3,"hydrochlorothiazide",0.512598489440059
"630",3,"duloxetine",0.496645732738119
"631",3,"topiramate",0.496584918788617
"632",3,"sitagliptin",0.494915565034874
"633",3,"mycophenolate mofetil",0.489649353018826
"634",3,"dorzolamide",0.486293836548054
"635",3,"hydralazine",0.479859847016823
"636",3,"ranitidine",0.46327684772497
"637",3,"valsartan",0.42296330561368
"638",3,"atenolol",0.399654125457467
"639",3,"irbesartan",0.367240706142236
"640",3,"pravastatin",0.356755083188178
"641",3,"carvedilol",0.322540700148141
"642",3,"guaifenesin",0.309486243004497
"643",3,"amiodarone",0.294424839549622
"644",3,"spironolactone",0.277238004529965
"645",3,"penicillin v potassium",0.276249405141549
"646",3,"amlodipine",0.270649393316218
"647",3,"rosuvastatin",0.266424544812422
"648",3,"hydrocodone",0.249257137262728
"649",3,"fluoxetine",0.245442708377052
"650",3,"propranolol",0.240695327215283
"651",3,"hydroxyzine",0.232544975075724
"652",3,"metaxalone",0.230068321251565
"653",3,"citalopram",0.211472473307396
"654",3,"phenytoin",0.208484936479559
"655",3,"docusate",0.207967224829681
"656",3,"azithromycin",0.201621951113625
"657",3,"diclofenac",0.200921672576694
"658",3,"diphenhydramine",0.193027806726838
"659",3,"doxycycline",0.192606935201805
"660",3,"flecainide",0.192602756322672
"661",3,"timolol",0.182222673504404
"662",3,"famotidine",0.169544547574602
"663",3,"escitalopram",0.168915121080317
"664",3,"prednisolone",0.162656570286602
"665",3,"isosorbide mononitrate",0.154809544282486
"666",3,"amitriptyline",0.149007273558163
"667",3,"benzonatate",0.147125332418708
"668",3,"nifedipine",0.14020568767342
"669",3,"dabigatran",0.138960720820074
"670",3,"montelukast",0.135144451830302
"671",3,"lovastatin",0.119495309821772
"672",3,"sotalol",0.118002227460449
