"","Ensemble_number","Drug","Predicted_concentration"
"247",1,"tadalafil",0
"248",1,"vortioxetine",0
"249",1,"chlorpheniramine",0
"250",1,"ondansetron",0
"251",1,"hydromorphone",0
"252",1,"epinastine",0
"253",1,"ertugliflozin",0
"254",1,"loperamide",0
"255",1,"cyproheptadine",0
"256",1,"dexamethasone",0
"257",1,"felodipine",0
"258",1,"buprenorphine",0
"259",1,"haloperidol",0
"260",1,"bisacodyl",0
"261",1,"bromfenac",0
"262",1,"terazosin",0
"263",1,"desloratadine",0
"264",1,"ketotifen",0
"265",1,"tolterodine",0
"266",1,"doxazosin",0
"267",1,"prazosin",0
"268",1,"letrozole",0
"269",1,"risperidone",0
"270",1,"eszopiclone",0
"271",1,"pitavastatin",0
"272",1,"guanfacine",0
"273",1,"varenicline",0
"274",1,"triprolidine",0
"275",1,"benztropine",0
"276",1,"levalbuterol",0
"277",1,"amphetamine",0
"278",1,"dextroamphetamine",0
"279",1,"levonorgestrel",0
"280",1,"norethindrone",0
"281",1,"nitroglycerin",0
"282",1,"formoterol",0
"283",1,"hyoscyamine",0
"284",1,"travoprost",0
"285",1,"semaglutide",0
"286",1,"ethinyl estradiol",0
"287",1,"umeclidinium",0
"288",1,"salmeterol",0
"289",1,"triamcinolone",0
"290",1,"mometasone",0
"291",2,"metformin",71.642062004973
"292",2,"gabapentin",16.8250321560294
"293",2,"icosapent",5.57643036674817
"294",2,"levetiracetam",4.94493851702108
"295",2,"aspirin",4.38166123626944
"296",2,"bupropion",4.17418370140548
"297",2,"ibuprofen",3.47257040707148
"298",2,"mesalamine",2.93880535130291
"299",2,"labetalol",2.8551345891971
"300",2,"acetaminophen",2.59537062543342
"301",2,"metoprolol",2.50342135177578
"302",2,"acyclovir",2.27809117641908
"303",2,"oxcarbazepine",2.17875662668933
"304",2,"atorvastatin",1.97576442005043
"305",2,"losartan",1.69937815526479
"306",2,"sulfasalazine",1.52221566279219
"307",2,"cephalexin",1.36849271063767
"308",2,"erythromycin",1.21994713530829
"309",2,"sertraline",1.21505497449937
"310",2,"hydroxychloroquine",1.14681457602705
"311",2,"lamotrigine",1.10828492371518
"312",2,"benzonatate",1.0508952315622
"313",2,"valacyclovir",1.04129643049531
"314",2,"omeprazole",1.0201138004672
"315",2,"venlafaxine",0.974119167399789
"316",2,"nabumetone",0.968273516061238
"317",2,"lisinopril",0.952753626193858
"318",2,"guaifenesin",0.939934740787313
"319",2,"allopurinol",0.93070324779789
"320",2,"albuterol",0.891242136892904
"321",2,"quetiapine",0.787972001720313
"322",2,"naproxen",0.76647723495705
"323",2,"trazodone",0.762561863168243
"324",2,"cefdinir",0.751760489674627
"325",2,"clopidogrel",0.749394751736374
"326",2,"furosemide",0.736077717503869
"327",2,"topiramate",0.702241299297035
"328",2,"tramadol",0.575186460043662
"329",2,"sulindac",0.51129724072083
"330",2,"pantoprazole",0.506033514252495
"331",2,"pregabalin",0.467058586591598
"332",2,"phenytoin",0.463299858843464
"333",2,"simvastatin",0.449929811220183
"334",2,"atenolol",0.443612046421003
"335",2,"ranitidine",0.443327127009541
"336",2,"dorzolamide",0.442085305952776
"337",2,"hydralazine",0.435247026772629
"338",2,"levofloxacin",0.42083974916522
"339",2,"hydroxyzine",0.415258884063793
"340",2,"celecoxib",0.404715132932024
"341",2,"citalopram",0.402128864231066
"342",2,"duloxetine",0.388763782965259
"343",2,"hydrochlorothiazide",0.382953851224468
"344",2,"carvedilol",0.375047325753652
"345",2,"pravastatin",0.372814797543916
"346",2,"diltiazem",0.364845242471101
"347",2,"irbesartan",0.336918079029574
"348",2,"fluoxetine",0.327592937258899
"349",2,"codeine",0.312387527714508
"350",2,"spironolactone",0.309331106867464
"351",2,"rosuvastatin",0.295558132121546
"352",2,"amlodipine",0.294056272616491
"353",2,"sitagliptin",0.267040772500831
"354",2,"timolol",0.260318105006291
"355",2,"doxycycline",0.239263273542615
"356",2,"famotidine",0.199302007317854
"357",2,"amiodarone",0.186344835157988
"358",2,"glipizide",0.173722051685505
"359",2,"canagliflozin",0.172763158593907
"360",2,"verapamil",0.168806753195447
"361",2,"amitriptyline",0.167895519502156
"362",2,"docusate",0.166350417374627
"363",2,"fexofenadine",0.165826432148261
"364",2,"esomeprazole",0.164710792528607
"365",2,"valsartan",0.155501215299147
"366",2,"escitalopram",0.154143076271011
"367",2,"isosorbide mononitrate",0.15103370173901
"368",2,"alendronate",0.144056927588701
"369",2,"lovastatin",0.134013431575819
"370",2,"montelukast",0.133263090551922
"371",2,"propranolol",0.124069756296538
"372",2,"minocycline",0.123208269867324
"373",2,"benazepril",0.115038935871359
"374",2,"meloxicam",0.108586470776779
"375",2,"lurasidone",0.107923866960477
"376",2,"nifedipine",0.107437308562008
"377",2,"ofloxacin",0.104922550615636
"378",2,"telmisartan",0.0989806164384296
"379",2,"prednisone",0.0897208403036282
"380",2,"brimonidine",0.0873380868275073
"381",2,"cyclobenzaprine",0.0825344086529652
"382",2,"fluconazole",0.0823536811373637
"383",2,"cyclosporine",0.0816334527111514
"384",2,"buspirone",0.0755974004022565
"385",2,"azelastine",0.0740212783228231
"386",2,"paroxetine",0.0731884905557029
"387",2,"nortriptyline",0.0701690273001608
"388",2,"lisdexamfetamine",0.0679815265629291
"389",2,"methylphenidate",0.0644852821083649
"390",2,"mirabegron",0.0620905111258909
"391",2,"rivaroxaban",0.061981694410727
"392",2,"chlorthalidone",0.0607651477762064
"393",2,"sildenafil",0.0583827303123389
"394",2,"cetirizine",0.0535804924367652
"395",2,"loratadine",0.0532748929468662
"396",2,"apixaban",0.0515090429675669
"397",2,"pioglitazone",0.0508757804365532
"398",2,"dexlansoprazole",0.0503543044380643
"399",2,"ezetimibe",0.0501515864243259
"400",2,"meclizine",0.0501391914229676
"401",2,"raloxifene",0.0491158605050019
"402",2,"olmesartan",0.0425149643513247
"403",2,"glimepiride",0.04071809622203
"404",2,"mirtazapine",0.0403556614103713
"405",2,"oxycodone",0.0399097921766535
"406",2,"alogliptin",0.0378463838620301
"407",2,"oxybutynin",0.0332835602192701
"408",2,"warfarin",0.0326124306261952
"409",2,"aripiprazole",0.0324763083040354
"410",2,"doxepin",0.0319116937735665
"411",2,"sumatriptan",0.0315472937184434
"412",2,"phentermine",0.0303883676974644
"413",2,"baclofen",0.0272066265238434
"414",2,"lansoprazole",0.0266179394416199
"415",2,"quinapril",0.0259788687586064
"416",2,"torsemide",0.0253978638652583
"417",2,"metoclopramide",0.0234883511035571
"418",2,"liraglutide",0.0230797469207323
"419",2,"nebivolol",0.0223263608178633
"420",2,"dexamethasone",0.0213619745633627
"421",2,"prochlorperazine",0.0212991310885625
"422",2,"zolpidem",0.0210453649994585
"423",2,"donepezil",0.0202644665717185
"424",2,"memantine",0.0146895760724325
"425",2,"finasteride",0.0145916614010259
"426",2,"tizanidine",0.0143841524586059
"427",2,"levothyroxine",0.0137228111671647
"428",2,"bisoprolol",0.0129863266966211
"429",2,"enalapril",0.01133723358329
"430",2,"doxazosin",0.00967727517605211
"431",2,"olanzapine",0.00945308962687562
"432",2,"tamsulosin",0.0090057119103178
"433",2,"alprazolam",0.00876687493852695
"434",2,"methimazole",0.00875006871923389
"435",2,"estradiol",0.00716691622432019
"436",2,"ramipril",0.00631760805889584
"437",2,"ibandronate",0.00615422536825473
"438",2,"clonazepam",0.00560507283034362
"439",2,"glyburide",0.0055151355875436
"440",2,"methotrexate",0.00549154625857286
"441",2,"terazosin",0.0043839930789902
"442",2,"levocetirizine",0.00397012716929324
"443",2,"medroxyprogesterone",0.00369823926168754
"444",2,"tolterodine",0.00344065834739201
"445",2,"fluticasone",0.00339896495798069
"446",2,"ropinirole",0.00291762323554386
"447",2,"benztropine",0.00261823605994808
"448",2,"bumetanide",0.00196637118670771
"449",2,"norethindrone",0.00195961256215281
"450",2,"guanfacine",0.00187101078197842
"451",2,"bimatoprost",0.00160759490019396
"452",2,"anastrozole",0.00159964997960138
"453",2,"pramipexole",0.00157140108734694
"454",2,"lorazepam",0.00138265008541032
"455",2,"latanoprost",0.00135690276653551
"456",2,"clonidine",0.00110891068244577
"457",2,"dulaglutide",0.000198780163573656
"458",2,"digoxin",0.000134457477915202
"459",2,"umeclidinium",6.01564736057014e-05
"460",2,"tiotropium",2.79666308433891e-05
"461",2,"beclomethasone",2.13707685925344e-05
"462",2,"lactulose",0
"463",2,"ciprofloxacin",0
"464",2,"metaxalone",0
"465",2,"amoxicillin",0
"466",2,"bismuth subsalicylate",0
"467",2,"methocarbamol",0
"468",2,"cromolyn",0
"469",2,"ampicillin",0
"470",2,"mycophenolate mofetil",0
"471",2,"ranolazine",0
"472",2,"penicillin v potassium",0
"473",2,"gemfibrozil",0
"474",2,"metronidazole",0
"475",2,"divalproex sodium",0
"476",2,"clarithromycin",0
"477",2,"clindamycin",0
"478",2,"cefuroxime",0
"479",2,"sulfamethoxazole",0
"480",2,"etodolac",0
"481",2,"carbamazepine",0
"482",2,"hydrocodone",0
"483",2,"diphenhydramine",0
"484",2,"oxymetazoline",0
"485",2,"phenazopyridine",0
"486",2,"dextromethorphan",0
"487",2,"azithromycin",0
"488",2,"bepotastine",0
"489",2,"zonisamide",0
"490",2,"prednisolone",0
"491",2,"dabigatran",0
"492",2,"trimethoprim",0
"493",2,"clavulanate",0
"494",2,"terbinafine",0
"495",2,"pseudoephedrine",0
"496",2,"modafinil",0
"497",2,"flurbiprofen",0
"498",2,"sotalol",0
"499",2,"ticagrelor",0
"500",2,"flecainide",0
"501",2,"fenofibrate",0
"502",2,"olopatadine",0
"503",2,"oseltamivir",0
"504",2,"nitrofurantoin",0
"505",2,"moxifloxacin",0
"506",2,"diclofenac",0
"507",2,"loteprednol",0
"508",2,"indomethacin",0
"509",2,"primidone",0
"510",2,"tobramycin",0
"511",2,"ziprasidone",0
"512",2,"promethazine",0
"513",2,"ketorolac",0
"514",2,"desvenlafaxine",0
"515",2,"morphine",0
"516",2,"hydrocortisone",0
"517",2,"dicyclomine",0
"518",2,"atomoxetine",0
"519",2,"isosorbide dinitrate",0
"520",2,"isotretinoin",0
"521",2,"naltrexone",0
"522",2,"ipratropium",0
"523",2,"nadolol",0
"524",2,"ketoprofen",0
"525",2,"triamterene",0
"526",2,"temazepam",0
"527",2,"flunisolide",0
"528",2,"piroxicam",0
"529",2,"senna",0
"530",2,"empagliflozin",0
"531",2,"diazepam",0
"532",2,"dexmethylphenidate",0
"533",2,"tamoxifen",0
"534",2,"leflunomide",0
"535",2,"tadalafil",0
"536",2,"vortioxetine",0
"537",2,"chlorpheniramine",0
"538",2,"ondansetron",0
"539",2,"hydromorphone",0
"540",2,"epinastine",0
"541",2,"ertugliflozin",0
"542",2,"alfuzosin",0
"543",2,"methylprednisolone",0
"544",2,"loperamide",0
"545",2,"dapagliflozin",0
"546",2,"rizatriptan",0
"547",2,"cyproheptadine",0
"548",2,"felodipine",0
"549",2,"buprenorphine",0
"550",2,"haloperidol",0
"551",2,"bisacodyl",0
"552",2,"solifenacin",0
"553",2,"bromfenac",0
"554",2,"desloratadine",0
"555",2,"linagliptin",0
"556",2,"ketotifen",0
"557",2,"prazosin",0
"558",2,"letrozole",0
"559",2,"risperidone",0
"560",2,"eszopiclone",0
"561",2,"pitavastatin",0
"562",2,"budesonide",0
"563",2,"varenicline",0
"564",2,"triprolidine",0
"565",2,"levalbuterol",0
"566",2,"amphetamine",0
"567",2,"dextroamphetamine",0
"568",2,"levonorgestrel",0
"569",2,"nitroglycerin",0
"570",2,"colchicine",0
"571",2,"formoterol",0
"572",2,"ciclesonide",0
"573",2,"hyoscyamine",0
"574",2,"travoprost",0
"575",2,"semaglutide",0
"576",2,"ethinyl estradiol",0
"577",2,"linaclotide",0
"578",2,"salmeterol",0
"579",2,"triamcinolone",0
"580",2,"mometasone",0
"581",3,"metformin",66.8659245379748
"582",3,"gabapentin",18.5960881724535
"583",3,"ibuprofen",5.20885561060722
"584",3,"aspirin",4.38166123626944
"585",3,"levetiracetam",3.70870388776581
"586",3,"naproxen",3.0659089398282
"587",3,"sulfasalazine",3.04443132558438
"588",3,"ciprofloxacin",2.64134041011111
"589",3,"acetaminophen",2.59537062543342
"590",3,"bupropion",2.29580103577301
"591",3,"metoprolol",2.27054494695942
"592",3,"amoxicillin",2.09293448269058
"593",3,"atorvastatin",2.05586297762004
"594",3,"losartan",2.03925378631775
"595",3,"diltiazem",1.8242262123555
"596",3,"lamotrigine",1.66242738557277
"597",3,"methocarbamol",1.62581989945962
"598",3,"albuterol",1.55967373956258
"599",3,"allopurinol",1.48912519647662
"600",3,"labetalol",1.42756729459855
"601",3,"quetiapine",1.37895100301055
"602",3,"hydrocodone",1.10780949894546
"603",3,"oxcarbazepine",1.08937831334467
"604",3,"valacyclovir",1.04129643049531
"605",3,"nabumetone",0.968273516061238
"606",3,"gemfibrozil",0.913033669320877
"607",3,"sertraline",0.891040314632874
"608",3,"dorzolamide",0.884170611905552
"609",3,"lisinopril",0.874659066669772
"610",3,"trazodone",0.847290959075825
"611",3,"divalproex sodium",0.83407356142002
"612",3,"omeprazole",0.810859687550847
"613",3,"pantoprazole",0.759050271378743
"614",3,"fenofibrate",0.729171077261419
"615",3,"topiramate",0.702241299297035
"616",3,"pregabalin",0.700587879887397
"617",3,"verapamil",0.675227012781788
"618",3,"hydralazine",0.652870540158943
"619",3,"valsartan",0.622004861196589
"620",3,"furosemide",0.602245405230438
"621",3,"duloxetine",0.583145674447889
"622",3,"carbamazepine",0.572201981718489
"623",3,"clopidogrel",0.562046063802281
"624",3,"spironolactone",0.50266304865963
"625",3,"hydrochlorothiazide",0.492369237288602
"626",3,"simvastatin",0.490832521331109
"627",3,"pravastatin",0.487527042942044
"628",3,"atenolol",0.443612046421003
"629",3,"citalopram",0.425783503303481
"630",3,"celecoxib",0.404715132932024
"631",3,"amiodarone",0.372689670315977
"632",3,"docusate",0.332700834749254
"633",3,"carvedilol",0.312539438128043
"634",3,"fluoxetine",0.302393480546676
"635",3,"tramadol",0.287593230021831
"636",3,"hydroxyzine",0.276839256042528
"637",3,"sitagliptin",0.267040772500831
"638",3,"flecainide",0.260273995030637
"639",3,"amlodipine",0.258769519902512
"640",3,"venlafaxine",0.243529791849947
"641",3,"rosuvastatin",0.239261345050775
"642",3,"ranitidine",0.22166356350477
"643",3,"nifedipine",0.214874617124015
"644",3,"dabigatran",0.213785724338575
"645",3,"methylphenidate",0.193455846325095
"646",3,"isosorbide mononitrate",0.188792127173763
"647",3,"propranolol",0.186104634444807
"648",3,"modafinil",0.180046440580475
"649",3,"fexofenadine",0.165826432148261
"650",3,"paroxetine",0.164674103750332
"651",3,"sotalol",0.163891982583958
"652",3,"torsemide",0.15238718319155
"653",3,"glipizide",0.143065219035122
"654",3,"escitalopram",0.141297819915094
"655",3,"sumatriptan",0.126189174873774
"656",3,"chlorthalidone",0.121530295552413
"657",3,"montelukast",0.117585079898755
"658",3,"nortriptyline",0.105253540950241
"659",3,"pioglitazone",0.101751560873106
"660",3,"famotidine",0.0996510036589269
"661",3,"raloxifene",0.0982317210100039
"662",3,"indomethacin",0.0898849666428348
"663",3,"brimonidine",0.0873380868275073
"664",3,"meloxicam",0.0868691766214231
"665",3,"amitriptyline",0.0839477597510778
"666",3,"primidone",0.0833895558908406
"667",3,"cyclobenzaprine",0.0825344086529652
"668",3,"cyclosporine",0.0816334527111514
"669",3,"oxycodone",0.079819584353307
"670",3,"rivaroxaban",0.0774771180134087
"671",3,"azelastine",0.0740212783228231
"672",3,"esomeprazole",0.065884317011443
"673",3,"olmesartan",0.0637724465269871
"674",3,"alendronate",0.0617386832523005
"675",3,"lurasidone",0.0539619334802387
"676",3,"loratadine",0.0532748929468662
"677",3,"lansoprazole",0.0532358788832397
"678",3,"apixaban",0.0515090429675669
"679",3,"buspirone",0.0503982669348377
"680",3,"dexlansoprazole",0.0503543044380643
"681",3,"morphine",0.0493149472606915
"682",3,"empagliflozin",0.0468932983525718
"683",3,"dicyclomine",0.0442876842532926
"684",3,"oxybutynin",0.0416044502740876
"685",3,"mirtazapine",0.0403556614103713
"686",3,"atomoxetine",0.0371079309343455
"687",3,"lisdexamfetamine",0.0339907632814646
"688",3,"warfarin",0.0326124306261952
"689",3,"mirabegron",0.0310452555629455
"690",3,"cetirizine",0.0306174242495801
"691",3,"phentermine",0.0303883676974644
"692",3,"prednisone",0.0299069467678761
"693",3,"dexmethylphenidate",0.0293711414021743
"694",3,"ipratropium",0.028524367103947
"695",3,"zolpidem",0.0280604866659447
"696",3,"donepezil",0.0270192887622913
"697",3,"ezetimibe",0.0250757932121629
"698",3,"benazepril",0.0230077871742718
"699",3,"lovastatin",0.0223355719293031
"700",3,"glimepiride",0.0222098706665618
"701",3,"tizanidine",0.0215762286879089
"702",3,"alogliptin",0.0189231919310151
"703",3,"finasteride",0.0182395767512823
"704",3,"temazepam",0.0178727870170481
"705",3,"methimazole",0.0175001374384678
"706",3,"aripiprazole",0.0162381541520177
"707",3,"senna",0.0158024635917352
"708",3,"nebivolol",0.0148842405452422
"709",3,"memantine",0.0146895760724325
"710",3,"tamoxifen",0.0143830274003254
"711",3,"prazosin",0.0135154585597961
"712",3,"levothyroxine",0.0119832998924537
"713",3,"levocetirizine",0.0119103815078797
"714",3,"risperidone",0.0116249316944918
"715",3,"glyburide",0.0110302711750872
"716",3,"rizatriptan",0.00776980087023277
"717",3,"tamsulosin",0.00743950114330601
"718",3,"dexamethasone",0.00712065818778755
"719",3,"buprenorphine",0.00650700342247805
"720",3,"ramipril",0.00631760805889584
"721",3,"haloperidol",0.00616625338674116
"722",3,"clonazepam",0.00560507283034362
"723",3,"alprazolam",0.00547929683657934
"724",3,"estradiol",0.00477794414954679
"725",3,"liraglutide",0.00461594938414646
"726",3,"pitavastatin",0.00420582215367629
"727",3,"linagliptin",0.00369889204898766
"728",3,"ketotifen",0.0034833302602361
"729",3,"methotrexate",0.00274577312928643
"730",3,"fluticasone",0.00194226569027468
"731",3,"guanfacine",0.00187101078197842
"732",3,"semaglutide",0.00157246228986643
"733",3,"lorazepam",0.00138265008541032
"734",3,"benztropine",0.00130911802997404
"735",3,"clonidine",0.00110891068244577
"736",3,"norethindrone",0.000979806281076404
"737",3,"nitroglycerin",0.000925397743082773
"738",3,"bimatoprost",0.000803797450096982
"739",3,"latanoprost",0.000452300922178504
"740",3,"travoprost",0.000430178471798718
"741",3,"dulaglutide",0.000298170245360483
